date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,is_world_cup,is_qualifier,match_id,home_rank_date_used,home_rank,home_previous_rank,home_rank_change,home_total_points,home_previous_points,away_rank_date_used,away_rank,away_previous_rank,away_rank_change,away_total_points,away_previous_points,rank_advantage,points_diff,result,home_elo_date_used,home_elo_rank,home_elo,home_elo_avg_rank,home_elo_avg_rating,home_elo_matches_total,home_elo_wins,home_elo_losses,home_elo_draws,home_elo_goals_for,home_elo_goals_against,home_is_host,away_elo_date_used,away_elo_rank,away_elo,away_elo_avg_rank,away_elo_avg_rating,away_elo_matches_total,away_elo_wins,away_elo_losses,away_elo_draws,away_elo_goals_for,away_elo_goals_against,away_is_host,elo_advantage,elo_rank_advantage,elo_avg_rating_advantage,elo_win_rate_home,elo_win_rate_away,elo_win_rate_advantage,home_elo_was_filled,away_elo_was_filled
2025-10-08,Central African Republic,Ghana,0.0,5.0,FIFA World Cup qualification,El Jadida,Morocco,1,2025,0,1,868,2025-09-18,140.0,134.0,-6.0,1081.36,1108.0,2025-09-18,75.0,76.0,1.0,1340.84,1333.0,-65.0,-259.48,-1,2025-03-19,,1250.0,,,,,,,,,,2024-12-31,96.0,1429.0,41.0,1653.0,765.0,364.0,207.0,194.0,1224.0,807.0,0.0,-179.0,,,,0.4758169934640522,,1,0
2025-10-08,Comoros,Madagascar,1.0,2.0,FIFA World Cup qualification,Abidjan,Ivory Coast,1,2025,0,1,869,2025-09-18,105.0,107.0,2.0,1201.83,1199.0,2025-09-18,108.0,115.0,7.0,1187.61,1163.0,3.0,14.220000000000027,-1,2024-09-09,,1340.0,,,,,,,,,,2025-06-07,,1325.0,,,,,,,,,,15.0,,,,,,1,1
2025-10-08,Tanzania,Zambia,0.0,1.0,FIFA World Cup qualification,Unguja,Tanzania,0,2025,0,1,870,2025-09-18,107.0,103.0,-4.0,1199.43,1209.0,2025-09-18,85.0,83.0,-2.0,1273.0,1285.0,-22.0,-73.56999999999994,-1,2025-09-09,,1363.0,,,,,,,,,,2023-11-17,,1523.0,,,,,,,,,,-160.0,,,,,,1,1
2025-10-08,Mauritius,Cameroon,0.0,2.0,FIFA World Cup qualification,Saint Pierre,Mauritius,0,2025,0,1,871,2025-09-18,179.0,177.0,-2.0,912.24,922.0,2025-09-18,52.0,51.0,-1.0,1455.42,1467.0,-127.0,-543.1800000000001,-1,2025-09-09,,1084.0,,,,,,,,,,2025-09-09,,1579.0,,,,,,,,,,-495.0,,,,,,1,1
2025-10-08,Ethiopia,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Kigali,Rwanda,1,2025,0,1,872,2025-09-18,147.0,146.0,-1.0,1046.41,1061.0,2025-09-18,130.0,131.0,1.0,1126.81,1120.0,-17.0,-80.39999999999986,1,2025-09-09,,1250.0,,,,,,,,,,2023-11-17,,1411.0,,,,,,,,,,-161.0,,,,,,1,1
2025-10-08,Libya,Cape Verde,3.0,3.0,FIFA World Cup qualification,Tripoli,Libya,0,2025,0,1,873,2025-09-18,112.0,117.0,5.0,1179.56,1155.0,2025-07-10,73.0,72.0,-1.0,1343.68,1344.0,-39.0,-164.12000000000012,0,2023-11-17,,1347.0,,,,,,,,,,2024-12-31,87.0,1472.0,121.0,1297.0,238.0,88.0,96.0,54.0,246.0,266.0,0.0,-125.0,,,,0.3697478991596639,,1,0
2025-10-08,Djibouti,Egypt,0.0,3.0,FIFA World Cup qualification,Casablanca,Morocco,1,2025,0,1,874,2025-09-18,193.0,191.0,-2.0,855.91,866.0,2025-09-18,35.0,34.0,-1.0,1519.18,1519.0,-158.0,-663.2700000000001,-1,2016-03-29,,752.0,,,,,,,,,,2024-12-31,51.0,1657.0,37.0,1662.0,862.0,435.0,213.0,214.0,1517.0,907.0,0.0,-905.0,,,,0.5046403712296984,,1,0
2025-10-08,Sierra Leone,Burkina Faso,0.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,1,2025,0,1,875,2025-09-18,122.0,124.0,2.0,1150.1,1140.0,2025-09-18,64.0,63.0,-1.0,1385.36,1388.0,-58.0,-235.26,-1,2025-09-09,,1353.0,,,,,,,,,,2025-09-09,,1508.0,,,,,,,,,,-155.0,,,,,,1,1
2025-10-08,Saudi Arabia,Indonesia,3.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,2025,0,1,876,2025-09-18,59.0,59.0,0.0,1420.65,1415.0,2025-09-18,119.0,118.0,-1.0,1157.94,1155.0,60.0,262.71000000000004,1,2024-12-31,75.0,1536.0,76.0,1500.0,812.0,386.0,237.0,189.0,1258.0,869.0,0.0,2025-06-10,,1357.0,,,,,,,,,,179.0,,,0.4753694581280788,,,0,1
2025-10-08,Qatar,Oman,0.0,0.0,FIFA World Cup qualification,Al Rayyan,Qatar,0,2025,0,1,877,2025-09-18,53.0,53.0,0.0,1453.65,1460.0,2025-09-18,78.0,79.0,1.0,1321.97,1314.0,25.0,131.68000000000006,0,2024-12-31,78.0,1524.0,93.0,1415.0,684.0,286.0,225.0,173.0,979.0,803.0,0.0,2025-06-10,,1501.0,,,,,,,,,,23.0,,,0.4181286549707602,,,0,1
2025-10-08,Eswatini,Angola,2.0,2.0,FIFA World Cup qualification,Lobamba,Eswatini,0,2025,0,1,878,2025-09-18,159.0,155.0,-4.0,1010.06,1023.0,2025-09-18,89.0,85.0,-4.0,1268.72,1280.0,-70.0,-258.6600000000001,0,2025-03-19,,1233.0,,,,,,,,,,2025-09-09,,1571.0,,,,,,,,,,-338.0,,,,,,1,1
2025-10-09,Austria,San Marino,10.0,0.0,FIFA World Cup qualification,Vienna,Austria,0,2025,0,1,879,2025-09-18,22.0,22.0,0.0,1601.86,1591.0,2025-09-18,210.0,210.0,0.0,733.23,738.0,188.0,868.6299999999999,1,2024-12-31,15.0,1871.0,20.0,1809.0,853.0,362.0,308.0,183.0,1531.0,1313.0,0.0,2025-09-09,,841.0,,,,,,,,,,1030.0,,,0.4243845252051583,,,0,1
2025-10-09,Nicaragua,Haiti,0.0,3.0,FIFA World Cup qualification,Managua,Nicaragua,0,2025,0,1,880,2025-09-18,132.0,130.0,-2.0,1120.77,1120.0,2025-09-18,87.0,90.0,3.0,1269.23,1261.0,-45.0,-148.46000000000004,-1,2025-09-09,,1331.0,,,,,,,,,,2024-12-31,73.0,1538.0,81.0,1416.0,547.0,241.0,192.0,114.0,936.0,742.0,0.0,-207.0,,,,0.4405850091407678,,1,0
2025-10-09,Liberia,Namibia,3.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,0,2025,0,1,881,2025-09-18,144.0,144.0,0.0,1065.62,1068.0,2025-09-18,109.0,108.0,-1.0,1183.79,1192.0,-35.0,-118.17000000000009,1,2025-03-19,,1256.0,,,,,,,,,,2025-09-09,,1363.0,,,,,,,,,,-107.0,,,,,,1,1
2025-10-09,Czech Republic,Croatia,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,0,2025,0,1,882,2022-03-31,33.0,31.0,-2.0,1500.62,1510.42,2025-09-18,9.0,10.0,1.0,1714.21,1708.0,-24.0,-213.59000000000012,0,2023-11-17,,1753.0,,,,,,,,,,2024-12-31,14.0,1886.0,12.0,1880.0,386.0,200.0,81.0,105.0,663.0,391.0,0.0,-133.0,,,,0.5181347150259067,,1,0
2025-10-09,Faroe Islands,Montenegro,4.0,0.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,0,2025,0,1,883,2025-09-18,136.0,141.0,5.0,1094.46,1090.0,2025-09-18,80.0,77.0,-3.0,1314.05,1327.0,-56.0,-219.58999999999992,1,2023-10-12,,1248.0,,,,,,,,,,2024-09-09,,1516.0,,,,,,,,,,-268.0,,,,,,1,1
2025-10-09,Cyprus,Bosnia and Herzegovina,2.0,2.0,FIFA World Cup qualification,Larnaca,Cyprus,0,2025,0,1,884,2025-09-18,128.0,128.0,0.0,1128.11,1124.0,2025-09-18,73.0,72.0,-1.0,1344.25,1349.0,-55.0,-216.1400000000001,0,2025-09-09,,1311.0,,,,,,,,,,2024-12-31,85.0,1485.0,52.0,1629.0,267.0,98.0,109.0,60.0,369.0,373.0,0.0,-174.0,,,,0.3670411985018726,,1,0
2025-10-09,Honduras,Costa Rica,0.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,0,2025,0,1,885,2025-09-18,65.0,66.0,1.0,1383.99,1380.0,2025-09-18,47.0,40.0,-7.0,1481.14,1494.0,-18.0,-97.15000000000008,0,2025-09-09,,1585.0,,,,,,,,,,2025-09-09,,1666.0,,,,,,,,,,-81.0,,,,,,1,1
2025-10-09,Finland,Lithuania,2.0,1.0,FIFA World Cup qualification,Helsinki,Finland,0,2025,0,1,886,2025-09-18,71.0,69.0,-2.0,1358.71,1372.0,2025-09-18,145.0,143.0,-2.0,1065.34,1069.0,74.0,293.3700000000001,1,2025-06-10,,1556.0,,,,,,,,,,2025-06-10,,1293.0,,,,,,,,,,263.0,,,,,,1,1
2025-10-09,Scotland,Greece,3.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,0,2025,0,1,887,2025-09-18,43.0,47.0,4.0,1485.08,1475.0,2025-09-18,40.0,39.0,-1.0,1494.71,1498.0,-3.0,-9.63000000000011,1,2024-12-31,33.0,1759.0,14.0,1880.0,855.0,405.0,263.0,187.0,1476.0,1060.0,0.0,2025-06-10,,1838.0,,,,,,,,,,-79.0,,,0.4736842105263157,,,0,1
2025-10-09,Belarus,Denmark,0.0,6.0,FIFA World Cup qualification,Zalaegerszeg,Hungary,1,2025,0,1,888,2025-09-18,100.0,97.0,-3.0,1223.55,1237.0,2025-09-18,20.0,21.0,1.0,1627.64,1621.0,-80.0,-404.09000000000015,-1,2025-06-10,,1492.0,,,,,,,,,,2025-06-10,,1864.0,,,,,,,,,,-372.0,,,,,,1,1
2025-10-09,Malawi,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Lilongwe,Malawi,0,2025,0,1,889,2025-09-18,126.0,129.0,3.0,1133.6,1121.0,2025-09-18,95.0,93.0,-2.0,1248.68,1252.0,-31.0,-115.08000000000015,1,2025-06-10,,1256.0,,,,,,,,,,2024-09-09,,1522.0,,,,,,,,,,-266.0,,,,,,1,1
2025-10-09,Mozambique,Guinea,1.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,0,2025,0,1,890,2025-09-18,97.0,99.0,2.0,1234.04,1236.0,2025-09-18,81.0,81.0,0.0,1299.48,1293.0,-16.0,-65.44000000000005,-1,2025-06-10,,1432.0,,,,,,,,,,2024-10-12,,1466.0,,,,,,,,,,-34.0,,,,,,1,1
2025-10-09,Botswana,Uganda,0.0,1.0,FIFA World Cup qualification,Francistown,Botswana,0,2025,0,1,891,2025-09-18,139.0,135.0,-4.0,1087.27,1101.0,2025-09-18,82.0,88.0,6.0,1287.61,1269.0,-57.0,-200.33999999999992,-1,2023-03-28,,1326.0,,,,,,,,,,2024-09-09,,1389.0,,,,,,,,,,-63.0,,,,,,1,1
2025-10-09,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,Bir El Djir,Algeria,0,2025,0,1,892,2025-09-18,38.0,36.0,-2.0,1500.73,1504.0,2025-09-18,201.0,200.0,-1.0,824.75,832.0,163.0,675.98,1,2024-12-31,48.0,1685.0,48.0,1620.0,667.0,294.0,194.0,179.0,1003.0,689.0,0.0,2015-10-13,,857.0,,,,,,,,,,828.0,,,0.4407796101949025,,,0,1
2025-10-09,Burundi,Kenya,0.0,1.0,FIFA World Cup qualification,Bujumbura,Burundi,0,2025,0,1,893,2025-09-18,141.0,139.0,-2.0,1077.05,1093.0,2025-09-18,111.0,109.0,-2.0,1181.64,1179.0,-30.0,-104.59000000000016,-1,2025-09-09,,1268.0,,,,,,,,,,2025-09-09,,1341.0,,,,,,,,,,-73.0,,,,,,1,1
2025-10-09,Malta,Netherlands,0.0,4.0,FIFA World Cup qualification,Ta' Qali,Malta,0,2025,0,1,894,2025-09-18,166.0,168.0,2.0,982.43,977.0,2025-09-18,7.0,7.0,0.0,1754.17,1758.0,-159.0,-771.7400000000001,-1,2025-09-09,,1260.0,,,,,,,,,,2024-12-31,10.0,1938.0,15.0,1847.0,889.0,458.0,239.0,192.0,1857.0,1131.0,0.0,-678.0,,,,0.515185601799775,,1,0
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,0,2025,0,1,895,2025-09-18,32.0,29.0,-3.0,1524.63,1545.0,2025-09-18,17.0,19.0,2.0,1648.29,1635.0,-15.0,-123.65999999999984,-1,2024-12-31,36.0,1744.0,16.0,1796.0,1106.0,544.0,330.0,232.0,2205.0,1462.0,0.0,2024-12-31,19.0,1814.0,27.0,1688.0,883.0,312.0,372.0,199.0,1306.0,1472.0,0.0,-70.0,-17.0,108.0,0.4918625678119349,0.3533408833522083,0.1385216844597265,0,0
2025-10-10,Iceland,Ukraine,3.0,5.0,FIFA World Cup qualification,Reykjavík,Iceland,0,2025,0,1,896,2025-09-18,74.0,74.0,0.0,1343.09,1338.0,2025-09-18,28.0,26.0,-2.0,1543.06,1557.0,-46.0,-199.97000000000003,-1,2025-09-09,,1562.0,,,,,,,,,,2025-09-09,,1773.0,,,,,,,,,,-211.0,,,,,,1,1
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,0,2025,0,1,897,2025-09-18,2.0,3.0,1.0,1870.92,1862.0,2025-09-18,124.0,122.0,-2.0,1148.09,1148.0,122.0,722.8300000000002,1,2024-12-31,3.0,2055.0,16.0,1792.0,926.0,465.0,267.0,194.0,1677.0,1259.0,0.0,2025-09-09,,1367.0,,,,,,,,,,688.0,,,0.5021598272138229,,,0,1
2025-10-10,Kazakhstan,Liechtenstein,4.0,0.0,FIFA World Cup qualification,Astana,Kazakhstan,0,2025,0,1,898,2025-09-18,118.0,114.0,-4.0,1158.05,1165.0,2025-09-18,204.0,204.0,0.0,808.48,812.0,86.0,349.56999999999994,1,2025-03-19,,1425.0,,,,,,,,,,2023-03-23,,977.0,,,,,,,,,,448.0,,,,,,1,1
2025-10-10,El Salvador,Panama,0.0,1.0,FIFA World Cup qualification,San Salvador,El Salvador,0,2025,0,1,899,2025-09-18,90.0,87.0,-3.0,1267.75,1273.0,2025-09-18,29.0,30.0,1.0,1529.71,1545.0,-61.0,-261.96000000000004,-1,2025-06-10,,1389.0,,,,,,,,,,2024-12-31,40.0,1726.0,100.0,1356.0,572.0,186.0,248.0,138.0,704.0,886.0,0.0,-337.0,,,,0.3251748251748251,,1,0
2025-10-10,Suriname,Guatemala,1.0,1.0,FIFA World Cup qualification,Paramaribo,Suriname,0,2025,0,1,900,2025-09-18,131.0,136.0,5.0,1125.2,1100.0,2025-09-18,98.0,100.0,2.0,1230.73,1236.0,-33.0,-105.52999999999996,0,2025-06-10,,1411.0,,,,,,,,,,2025-06-10,,1481.0,,,,,,,,,,-70.0,,,,,,1,1
2025-10-10,Bermuda,Trinidad and Tobago,0.0,3.0,FIFA World Cup qualification,Devonshire Parish,Bermuda,0,2025,0,1,901,2025-09-18,165.0,162.0,-3.0,988.72,1000.0,2025-09-18,102.0,101.0,-1.0,1220.99,1229.0,-63.0,-232.27,-1,2025-09-09,,1151.0,,,,,,,,,,2025-09-09,,1389.0,,,,,,,,,,-238.0,,,,,,1,1
2025-10-10,Curaçao,Jamaica,2.0,0.0,FIFA World Cup qualification,Willemstad,Curaçao,0,2025,0,1,902,2025-09-18,84.0,86.0,2.0,1282.42,1277.0,2025-09-18,69.0,70.0,1.0,1377.21,1363.0,-15.0,-94.78999999999996,1,2024-12-31,126.0,1335.0,97.0,1381.0,484.0,196.0,169.0,119.0,854.0,751.0,0.0,2025-09-09,,1569.0,,,,,,,,,,-234.0,,,0.4049586776859504,,,0,1
2025-10-10,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Gent,Belgium,0,2025,0,1,903,2025-09-18,8.0,8.0,0.0,1739.55,1736.0,2025-09-18,63.0,62.0,-1.0,1388.5,1391.0,55.0,351.04999999999995,0,2024-12-31,17.0,1851.0,24.0,1754.0,864.0,383.0,301.0,180.0,1560.0,1346.0,0.0,2023-11-17,,1551.0,,,,,,,,,,300.0,,,0.443287037037037,,,0,1
2025-10-10,Kosovo,Slovenia,0.0,0.0,FIFA World Cup qualification,Pristina,Kosovo,0,2025,0,1,904,2025-09-18,91.0,95.0,4.0,1262.1,1248.0,2025-09-18,50.0,50.0,0.0,1462.96,1470.0,-41.0,-200.86000000000013,0,2024-10-12,,1527.0,,,,,,,,,,2025-06-10,,1752.0,,,,,,,,,,-225.0,,,,,,1,1
2025-10-10,Tunisia,São Tomé and Príncipe,6.0,0.0,FIFA World Cup qualification,Radès,Tunisia,0,2025,0,1,905,2025-09-18,46.0,49.0,3.0,1483.02,1471.0,2025-09-18,195.0,193.0,-2.0,854.76,865.0,149.0,628.26,1,2024-12-31,59.0,1598.0,47.0,1616.0,754.0,318.0,226.0,210.0,1067.0,823.0,0.0,2025-09-09,,1024.0,,,,,,,,,,574.0,,,0.4217506631299735,,,0,1
2025-10-10,Northern Ireland,Slovakia,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,0,2025,0,1,906,2025-09-18,72.0,71.0,-1.0,1355.98,1351.0,2025-09-18,42.0,52.0,10.0,1491.86,1467.0,-30.0,-135.87999999999988,1,2025-06-10,,1561.0,,,,,,,,,,2025-06-10,,1665.0,,,,,,,,,,-104.0,,,,,,1,1
2025-10-10,Seychelles,Ivory Coast,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,1,2025,0,1,907,2025-09-18,203.0,203.0,0.0,812.33,821.0,2025-09-18,44.0,45.0,1.0,1483.9,1483.0,-159.0,-671.57,-1,2025-09-09,,845.0,,,,,,,,,,2024-12-31,63.0,1579.0,45.0,1640.0,675.0,337.0,163.0,175.0,1100.0,687.0,0.0,-734.0,,,,0.4992592592592592,,1,0
2025-10-10,Gambia,Gabon,3.0,4.0,FIFA World Cup qualification,Nairobi,Kenya,1,2025,0,1,908,2022-03-31,123.0,125.0,2.0,1138.19,1135.18,2025-09-18,79.0,80.0,1.0,1314.06,1307.0,-44.0,-175.8699999999999,-1,2025-09-09,,1443.0,,,,,,,,,,2025-09-09,,1464.0,,,,,,,,,,-21.0,,,,,,1,1
2025-10-10,South Africa,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,0,2025,0,1,909,2025-09-18,55.0,56.0,1.0,1448.67,1443.0,2025-09-18,125.0,116.0,-9.0,1133.75,1157.0,70.0,314.9200000000001,0,2024-12-31,64.0,1576.0,31.0,1709.0,504.0,221.0,136.0,147.0,690.0,526.0,0.0,2025-09-09,,1355.0,,,,,,,,,,221.0,,,0.4384920634920635,,,0,1
2025-10-10,Rwanda,Benin,0.0,1.0,FIFA World Cup qualification,Kigali,Rwanda,0,2025,0,1,910,2025-09-18,127.0,127.0,0.0,1133.5,1125.0,2025-09-18,93.0,96.0,3.0,1257.3,1239.0,-34.0,-123.79999999999995,-1,2025-09-09,,1341.0,,,,,,,,,,2025-09-09,,1445.0,,,,,,,,,,-104.0,,,,,,1,1
2025-10-10,Lesotho,Nigeria,1.0,2.0,FIFA World Cup qualification,Polokwane,South Africa,1,2025,0,1,911,2025-09-18,153.0,148.0,-5.0,1034.11,1046.0,2025-09-18,45.0,44.0,-1.0,1483.85,1484.0,-108.0,-449.74,-1,2025-09-09,,1198.0,,,,,,,,,,2025-09-09,,1584.0,,,,,,,,,,-386.0,,,,,,1,1
2025-10-10,Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,1,2025,0,1,912,2025-09-18,116.0,110.0,-6.0,1163.56,1174.0,2025-09-18,110.0,111.0,1.0,1183.29,1173.0,-6.0,-19.730000000000015,0,2025-09-09,,1374.0,,,,,,,,,,2025-09-09,,1341.0,,,,,,,,,,33.0,,,,,,1,1
2025-10-10,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Juba,South Sudan,0,2025,0,1,913,2025-09-18,169.0,169.0,0.0,976.55,976.0,2025-09-18,18.0,18.0,0.0,1645.22,1635.0,-151.0,-668.6700000000001,-1,2025-09-09,,1139.0,,,,,,,,,,2024-12-31,31.0,1771.0,57.0,1586.0,685.0,304.0,191.0,190.0,921.0,660.0,0.0,-632.0,,,,0.4437956204379562,,1,0
2025-10-10,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,0,2025,0,1,914,2025-09-18,120.0,120.0,0.0,1151.07,1149.0,2025-09-18,60.0,61.0,1.0,1407.6,1412.0,-60.0,-256.53,-1,2025-09-09,,1360.0,,,,,,,,,,2024-12-31,72.0,1540.0,62.0,1556.0,530.0,213.0,169.0,148.0,808.0,633.0,0.0,-180.0,,,,0.4018867924528302,,1,0
2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sinsheim,Germany,0,2025,0,1,915,2025-09-18,12.0,9.0,-3.0,1704.27,1717.0,2025-09-18,96.0,92.0,-4.0,1242.61,1260.0,84.0,461.6600000000001,1,2024-12-31,8.0,1971.0,8.0,1911.0,1033.0,596.0,221.0,216.0,2324.0,1217.0,0.0,2025-06-10,,1455.0,,,,,,,,,,516.0,,,0.5769603097773476,,,0,1
2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,0,2025,0,1,916,2025-09-18,31.0,33.0,2.0,1526.23,1519.0,2025-09-18,76.0,75.0,-1.0,1337.4,1337.0,45.0,188.82999999999996,1,2024-12-31,22.0,1806.0,38.0,1620.0,874.0,325.0,354.0,195.0,1333.0,1435.0,0.0,2025-06-10,,1629.0,,,,,,,,,,177.0,,,0.3718535469107552,,,0,1
2025-10-11,Serbia,Albania,0.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,0,2025,0,1,917,2025-09-18,34.0,32.0,-2.0,1520.9,1523.0,2025-09-18,66.0,68.0,2.0,1380.66,1373.0,32.0,140.24,-1,2025-09-09,,1806.0,,,,,,,,,,2025-09-09,,1631.0,,,,,,,,,,175.0,,,,,,1,1
2025-10-11,Estonia,Italy,1.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,0,2025,0,1,918,2025-09-18,129.0,126.0,-3.0,1127.19,1131.0,2025-09-18,10.0,11.0,1.0,1710.07,1703.0,-119.0,-582.8799999999999,-1,2025-09-09,,1356.0,,,,,,,,,,2024-09-09,,1943.0,,,,,,,,,,-587.0,,,,,,1,1
2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,0,2025,0,1,919,2025-09-18,5.0,6.0,1.0,1779.56,1771.0,2025-09-18,61.0,60.0,-1.0,1397.52,1413.0,56.0,382.04,1,2024-12-31,6.0,1993.0,19.0,1794.0,682.0,339.0,187.0,156.0,1191.0,766.0,0.0,2025-09-09,,1603.0,,,,,,,,,,390.0,,,0.4970674486803519,,,0,1
2025-10-11,Latvia,Andorra,2.0,2.0,FIFA World Cup qualification,Riga,Latvia,0,2025,0,1,920,2025-09-18,137.0,137.0,0.0,1088.8,1099.0,2025-09-18,174.0,174.0,0.0,954.69,954.0,37.0,134.1099999999999,0,2025-09-09,,1295.0,,,,,,,,,,2025-09-09,,1074.0,,,,,,,,,,221.0,,,,,,1,1
2025-10-11,Bulgaria,Turkey,1.0,6.0,FIFA World Cup qualification,Sofia,Bulgaria,0,2025,0,1,921,2025-09-18,86.0,84.0,-2.0,1271.53,1284.0,2022-03-31,43.0,39.0,-4.0,1461.81,1472.72,-43.0,-190.28,-1,2025-06-10,,1451.0,,,,,,,,,,2024-12-31,29.0,1774.0,43.0,1607.0,657.0,254.0,248.0,155.0,920.0,954.0,0.0,-323.0,,,,0.3866057838660578,,1,0
2025-10-11,United Arab Emirates,Oman,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,1,2025,0,1,922,2025-09-18,67.0,65.0,-2.0,1379.86,1380.0,2025-09-18,78.0,79.0,1.0,1321.97,1314.0,11.0,57.88999999999987,1,2025-06-10,,1538.0,,,,,,,,,,2025-06-10,,1501.0,,,,,,,,,,37.0,,,,,,1,1
2025-10-11,Hungary,Armenia,2.0,0.0,FIFA World Cup qualification,Budapest,Hungary,0,2025,0,1,923,2025-09-18,41.0,38.0,-3.0,1492.18,1501.0,2025-09-18,103.0,105.0,2.0,1219.55,1205.0,62.0,272.6300000000001,1,2025-09-09,,1695.0,,,,,,,,,,2025-09-09,,1412.0,,,,,,,,,,283.0,,,,,,1,1
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,0,2025,0,1,924,2025-09-18,1.0,2.0,1.0,1875.37,1867.0,2025-09-18,68.0,67.0,-1.0,1377.32,1375.0,67.0,498.05,1,2024-12-31,1.0,2178.0,7.0,1943.0,768.0,454.0,138.0,176.0,1555.0,684.0,0.0,2024-03-21,,1650.0,,,,,,,,,,528.0,,,0.5911458333333334,,,0,1
2025-10-11,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,1,2025,0,1,925,2025-09-18,58.0,58.0,0.0,1422.19,1417.0,2025-09-18,119.0,118.0,-1.0,1157.94,1155.0,61.0,264.25,1,2024-12-31,61.0,1584.0,47.0,1623.0,744.0,351.0,185.0,208.0,1185.0,693.0,0.0,2025-06-10,,1357.0,,,,,,,,,,227.0,,,0.4717741935483871,,,0,1
2025-10-12,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,0,2025,0,1,926,2025-09-18,9.0,10.0,1.0,1714.21,1708.0,2025-09-18,200.0,199.0,-1.0,827.19,835.0,191.0,887.02,1,2024-12-31,14.0,1886.0,12.0,1880.0,386.0,200.0,81.0,105.0,663.0,391.0,0.0,2024-03-21,,1051.0,,,,,,,,,,835.0,,,0.5181347150259067,,,0,1
2025-10-12,Faroe Islands,Czech Republic,2.0,1.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,0,2025,0,1,927,2025-09-18,136.0,141.0,5.0,1094.46,1090.0,2022-03-31,33.0,31.0,-2.0,1500.62,1510.42,-103.0,-406.1599999999999,1,2023-10-12,,1248.0,,,,,,,,,,2023-11-17,,1753.0,,,,,,,,,,-505.0,,,,,,1,1
2025-10-12,Romania,Austria,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,0,2025,0,1,928,2025-09-18,51.0,48.0,-3.0,1462.85,1474.0,2025-09-18,22.0,22.0,0.0,1601.86,1591.0,-29.0,-139.01,1,2025-09-09,,1650.0,,,,,,,,,,2024-12-31,15.0,1871.0,20.0,1809.0,853.0,362.0,308.0,183.0,1531.0,1313.0,0.0,-221.0,,,,0.4243845252051583,,1,0
2025-10-12,San Marino,Cyprus,0.0,4.0,FIFA World Cup qualification,Serravalle,San Marino,0,2025,0,1,929,2025-09-18,210.0,210.0,0.0,733.23,738.0,2025-09-18,128.0,128.0,0.0,1128.11,1124.0,-82.0,-394.8799999999999,-1,2025-09-09,,841.0,,,,,,,,,,2025-09-09,,1311.0,,,,,,,,,,-470.0,,,,,,1,1
2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,0,2025,0,1,930,2025-09-18,7.0,7.0,0.0,1754.17,1758.0,2025-09-18,71.0,69.0,-2.0,1358.71,1372.0,64.0,395.46,1,2024-12-31,10.0,1938.0,15.0,1847.0,889.0,458.0,239.0,192.0,1857.0,1131.0,0.0,2025-06-10,,1556.0,,,,,,,,,,382.0,,,0.515185601799775,,,0,1
